,0,1,2,3,4
0,0.012271846644580364,-0.05982525274157524,0.17794176936149597,0.0475534051656723,-0.006135923322290182
1,-0.006135923322290182,-0.09050486981868744,0.16413594782352448,0.0475534051656723,-0.006135923322290182
2,-0.1257864236831665,-0.12425244599580765,0.1288543939590454,0.4279806613922119,-0.07363107800483704
3,-0.19788353145122528,-0.13192234933376312,0.10431069880723953,0.6902913451194763,-0.16260196268558502
4,-0.26077672839164734,-0.1257864236831665,0.12271846830844879,0.8774370551109314,-0.25617480278015137
5,-0.3298058807849884,-0.10124273598194122,0.0920388475060463,1.1919031143188477,-0.4080389142036438
6,-0.35128161311149597,-0.07363107800483704,0.07976700365543365,1.3345633745193481,-0.42031073570251465
7,-0.4111068546772003,-0.01840776950120926,0.07516506314277649,1.5140390396118164,-0.40957286953926086
8,-0.4049709439277649,0.003067961661145091,0.19941750168800354,1.4388740062713623,-0.40650492906570435
9,-0.4141748249530792,0.01840776950120926,0.2577087879180908,1.3591070175170898,-0.40650492906570435
10,-0.41264083981513977,0.07056311517953873,0.37889325618743896,1.2072429656982422,-0.40650492906570435
11,-0.4080389142036438,0.12118448317050934,0.4448544383049011,1.1228740215301514,-0.40650492906570435
12,-0.41724279522895813,0.15186409652233124,0.4448544383049011,1.087592363357544,-0.40650492906570435
13,-0.42031073570251465,0.14726215600967407,0.46479618549346924,1.055378794670105,-0.40957286953926086
14,-0.42031073570251465,0.13345633447170258,0.4111068546772003,1.1443496942520142,-0.40957286953926086
15,-0.4111068546772003,0.08130098134279251,0.30833014845848083,1.3023496866226196,-0.4080389142036438
16,-0.40957286953926086,0.06596117466688156,0.12271846830844879,1.4634177684783936,-0.4080389142036438
17,-0.4111068546772003,0.04908738657832146,-0.08590292930603027,1.6428934335708618,-0.4080389142036438
18,-0.44025251269340515,0.04908738657832146,-0.23009712994098663,1.7656118869781494,-0.4080389142036438
19,-0.5491651296615601,0.04908738657832146,-0.2316311001777649,1.7855536937713623,-0.42031073570251465
20,-0.6488738656044006,0.03528155758976936,-0.22856314480304718,1.7916896343231201,-0.5230874419212341
21,-0.8943108320236206,0.03374757990241051,-0.22856314480304718,1.7916896343231201,-0.7792622447013855
22,-1.1090681552886963,0.03528155758976936,-0.18867963552474976,1.7763497829437256,-1.0477088689804077
23,-1.196505069732666,0.05062136799097061,-0.17180585861206055,1.7380002737045288,-1.1688933372497559
24,-1.225650668144226,0.07056311517953873,0.015339808538556099,1.5984079837799072,-1.1780972480773926
25,-1.2593982219696045,0.07669904083013535,0.15186409652233124,1.431204080581665,-1.2640001773834229
26,-1.277806043624878,0.10737866163253784,0.2377670258283615,1.3192235231399536,-1.2670681476593018
27,-1.288543939590454,0.11811652034521103,0.3098641335964203,1.2241166830062866,-1.2870099544525146
28,-1.2900779247283936,0.14879614114761353,0.3666214048862457,1.133611798286438,-1.2854759693145752
29,-1.2900779247283936,0.18100973963737488,0.4157088100910187,1.0293011665344238,-1.2762720584869385
30,-1.2900779247283936,0.1871456652879715,0.42031073570251465,1.0293011665344238,-1.2732040882110596
31,-1.288543939590454,0.1902136206626892,0.42337870597839355,1.0293011665344238,-1.2732040882110596
32,-1.2870099544525146,0.18867963552474976,0.4157088100910187,1.0385050773620605,-1.274738073348999
33,-1.2870099544525146,0.18867963552474976,0.3497476279735565,1.136679768562317,-1.274738073348999
34,-1.2854759693145752,0.16566993296146393,0.2546408176422119,1.288543939590454,-1.2762720584869385
35,-1.2854759693145752,0.10584467649459839,0.24697090685367584,1.3130875825881958,-1.2762720584869385
36,-1.2808740139007568,0.0782330259680748,0.14879614114761353,1.4588158130645752,-1.2762720584869385
37,-1.2732040882110596,0.07669904083013535,-0.052155349403619766,1.650563359260559,-1.274738073348999
38,-1.2241166830062866,0.07669904083013535,-0.24543693661689758,1.7901556491851807,-1.260932207107544
39,-1.1658254861831665,0.07669904083013535,-0.2883884012699127,1.7901556491851807,-1.1857671737670898
40,-0.9740778207778931,0.06596117466688156,-0.28378644585609436,1.7901556491851807,-0.9495341181755066
41,-0.7056311964988708,-0.04448544234037399,-0.18254372477531433,1.7901556491851807,-0.7148350477218628
42,-0.44792240858078003,-0.09357283264398575,-0.1288543939590454,1.7901556491851807,-0.48473793268203735
43,-0.2208932340145111,-0.1395922601222992,-0.06902913749217987,1.7901556491851807,-0.27458256483078003
44,0.03834952041506767,-0.14112623035907745,0.0,1.777883768081665,-0.006135923322290182
45,0.19941750168800354,-0.1395922601222992,0.07363107800483704,1.6981167793273926,0.14419420063495636
46,0.323669970035553,-0.1288543939590454,0.2070874124765396,1.5355148315429688,0.31139811873435974
47,0.39730104804039,-0.12118448317050934,0.323669970035553,1.3775148391723633,0.3850291967391968
48,0.401902973651886,-0.05062136799097061,0.34514567255973816,1.3376312255859375,0.43718454241752625
49,0.40036898851394653,-0.02454369328916073,0.38656318187713623,1.2670681476593018,0.4387185275554657
50,0.4111068546772003,-0.012271846644580364,0.3880971372127533,1.260932207107544,0.4387185275554657
51,0.4111068546772003,0.016873789951205254,0.42644667625427246,1.2011070251464844,0.44025251269340515
52,0.4080389142036438,0.09050486981868744,0.5092816352844238,1.0323691368103027,0.44025251269340515
53,0.41264083981513977,0.10431069880723953,0.5368933081626892,0.9848157167434692,0.44025251269340515
54,0.4111068546772003,0.07976700365543365,0.49087387323379517,1.087592363357544,0.44025251269340515
55,0.40957286953926086,0.06289321184158325,0.3681553900241852,1.2716701030731201,0.44025251269340515
