,0,1,2,3,4
0,0.0,-0.15800002217292786,0.20248547196388245,0.00920388475060463,-0.003067961661145091
1,-0.10124273598194122,-0.1764077991247177,0.16260196268558502,0.26691266894340515,-0.0076699042692780495
2,-0.15033012628555298,-0.1764077991247177,0.16260196268558502,0.36508744955062866,-0.015339808538556099
3,-0.16106799244880676,-0.200951486825943,0.16566993296146393,0.7086991667747498,0.0076699042692780495
4,-0.24697090685367584,-0.21475732326507568,0.31139811873435974,0.7393787503242493,-0.2623107135295868
5,-0.27765053510665894,-0.21475732326507568,0.3436117172241211,0.8375535607337952,-0.2991262674331665
6,-0.33900976181030273,-0.16413594782352448,0.34207773208618164,1.0477088689804077,-0.31753402948379517
7,-0.37889325618743896,-0.10584467649459839,0.35895150899887085,1.1888351440429688,-0.38196122646331787
8,-0.401902973651886,-0.05675728991627693,0.3681553900241852,1.2440584897994995,-0.3942330777645111
9,-0.42031073570251465,-0.029145635664463043,0.39269909262657166,1.2241166830062866,-0.3942330777645111
10,-0.4157088100910187,0.016873789951205254,0.4970097839832306,1.0799225568771362,-0.39576706290245056
11,-0.4218447208404541,0.0475534051656723,0.5430291891098022,0.9878836274147034,-0.4049709439277649
12,-0.424912691116333,0.08130098134279251,0.5445631742477417,0.9664078950881958,-0.4157088100910187
13,-0.424912691116333,0.08743690699338913,0.5629709362983704,0.9418642520904541,-0.4157088100910187
14,-0.4218447208404541,0.08743690699338913,0.5537670850753784,0.9495341181755066,-0.4157088100910187
15,-0.42337870597839355,0.07363107800483704,0.4770680367946625,1.0615147352218628,-0.4157088100910187
16,-0.424912691116333,0.05368933081626892,0.2991262674331665,1.291611909866333,-0.41264083981513977
17,-0.42337870597839355,0.04908738657832146,0.20248547196388245,1.3759808540344238,-0.4141748249530792
18,-0.4279806613922119,0.04908738657832146,0.09817477315664291,1.4465439319610596,-0.4724660813808441
19,-0.4893398880958557,0.04908738657832146,0.026077674701809883,1.5002332925796509,-0.5859806537628174
20,-0.6519418358802795,0.04908738657832146,-0.023009711876511574,1.5002332925796509,-0.748582661151886
21,-0.8314176201820374,0.09817477315664291,-0.19941750168800354,1.6689711809158325,-0.9142525792121887
22,-0.921922504901886,0.12732040882110596,-0.2346990704536438,1.6797089576721191,-0.9894176125526428
23,-1.1428157091140747,0.12425244599580765,-0.2316311001777649,1.7211264371871948,-1.1397477388381958
24,-1.1842331886291504,0.11198060214519501,-0.17794176936149597,1.7211264371871948,-1.1520196199417114
25,-1.228718638420105,0.05675728991627693,-0.015339808538556099,1.607611894607544,-1.24252450466156
26,-1.2440584897994995,0.03834952041506767,0.11811652034521103,1.4680196046829224,-1.2486604452133179
27,-1.2824079990386963,0.04448544234037399,0.3528155982494354,1.2072429656982422,-1.2992817163467407
28,-1.288543939590454,0.0951068103313446,0.3988350033760071,1.115204095840454,-1.2992817163467407
29,-1.2900779247283936,0.09817477315664291,0.424912691116333,1.0753206014633179,-1.2992817163467407
30,-1.2900779247283936,0.12732040882110596,0.42337870597839355,1.0645827054977417,-1.2992817163467407
31,-1.2900779247283936,0.18254372477531433,0.42951464653015137,1.0323691368103027,-1.2977477312088013
32,-1.2900779247283936,0.19788353145122528,0.42951464653015137,1.009359359741211,-1.2900779247283936
33,-1.291611909866333,0.19788353145122528,0.42951464653015137,1.0108933448791504,-1.2900779247283936
34,-1.291611909866333,0.19328159093856812,0.4141748249530792,1.0246992111206055,-1.2870099544525146
35,-1.303883671760559,0.15186409652233124,0.16106799244880676,1.3545050621032715,-1.2870099544525146
36,-1.306951642036438,0.10584467649459839,-0.06596117466688156,1.6306216716766357,-1.2839419841766357
37,-1.245592474937439,0.08283496648073196,-0.1871456652879715,1.7226604223251343,-1.1596895456314087
38,-1.196505069732666,0.05522330850362778,-0.1840776950120926,1.7441362142562866,-1.1167380809783936
39,-1.0952622890472412,0.01840776950120926,-0.17947575449943542,1.7732818126678467,-1.0032234191894531
40,-0.7639224529266357,-0.07669904083013535,-0.10124273598194122,1.7717478275299072,-0.676485538482666
41,-0.5599030256271362,-0.10584467649459839,-0.0644271969795227,1.7717478275299072,-0.4924078583717346
42,-0.23930101096630096,-0.13192234933376312,-0.012271846644580364,1.7717478275299072,-0.2040194571018219
43,-0.16106799244880676,-0.1365242898464203,-0.013805827125906944,1.7717478275299072,-0.13038836419582367
44,0.016873789951205254,-0.1365242898464203,-0.010737866163253784,1.7610100507736206,0.015339808538556099
45,0.31753402948379517,-0.10124273598194122,0.00920388475060463,1.6904468536376953,0.27765053510665894
46,0.3773592710494995,-0.029145635664463043,0.010737866163253784,1.6613012552261353,0.3298058807849884
47,0.401902973651886,0.023009711876511574,0.1902136206626892,1.466485619544983,0.3880971372127533
48,0.4080389142036438,0.07209710031747818,0.3190680146217346,1.3130875825881958,0.40343695878982544
49,0.40957286953926086,0.08897088468074799,0.4325825870037079,1.1443496942520142,0.4049709439277649
50,0.41264083981513977,0.13192234933376312,0.5138835906982422,1.0016894340515137,0.4141748249530792
51,0.4049709439277649,0.13499031960964203,0.5123496055603027,1.0016894340515137,0.4141748249530792
52,0.40650492906570435,0.13499031960964203,0.5092816352844238,1.0016894340515137,0.4141748249530792
53,0.4080389142036438,0.13499031960964203,0.5138835906982422,1.0016894340515137,0.4157088100910187
54,0.40957286953926086,0.13499031960964203,0.48780590295791626,1.0538448095321655,0.4157088100910187
55,0.4080389142036438,0.13345633447170258,0.31753402948379517,1.303883671760559,0.4157088100910187
56,0.4049709439277649,0.10431069880723953,0.1902136206626892,1.4296700954437256,0.4141748249530792
57,0.39576706290245056,0.10277671366930008,0.06289321184158325,1.5539225339889526,0.4141748249530792
58,0.37889325618743896,0.09970875084400177,-0.09817477315664291,1.716524600982666,0.40036898851394653
59,0.27458256483078003,0.08590292930603027,-0.15186409652233124,1.7656118869781494,0.3221359848976135
